Номенклатор;Зак. цена;Зак. валюта
IP_PROP14;CP_PURCHASING_PRICE;CP_PURCHASING_CURRENCY
47089581;750,00;RUB
62346907;750,00;RUB
62346906;750,00;RUB
62346905;750,00;RUB
47089586;750,00;RUB
47089591;800,00;RUB
