IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
750;VENDOME;90;7;53;Ванная;750;;1.2
751;QUEEN OLGA;90;7;53;Ванная;751;;1.2
752;TIFFANY;90;7;53;Ванная;751;;1.2
