IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
3000;ART;105;11;;Ванная;3000;;1.2
3001;FORTUNA;105;11;;Ванная;3001;;1.2
3002;STELLA;105;11;;Ванная;3002;;1.2
3003;MAGMA;105;11;;Гостиная;3003;;1.2
3004;BRILLANTE;105;11;;Гостиная;3004;;1.2
3005;ELIXIR;105;11;;Ванная;3005;;1.2
