IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
8001;AGATE;94;19;51;Гостиная;500;;1.2
8002;GOLDEN COAST;94;19;51;Гостиная;501;;1.2
8003;WOOD;94;19;50;Гостиная;502;;1.2
