IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
8401;BODEGA;88;7;;Ванная;501;;1.2
8402;BONSAI;88;7;;Ванная;502;;1.2
8403;BORNEO;88;7;;Ванная;503;;1.2
8404;HOJAS;88;7;;Ванная;504;;1.2
8405;IRATI;88;7;;Ванная;505;;1.2
8406;RUSTICA;88;7;;Ванная;506;;1.2
8407;TALA;88;7;;Ванная;507;;1.2
8409;MONUMENTS;88;7;;Ванная;509;;1.2
8410;TAIGA;88;7;;Ванная;510;;1.2
