IE_SORT;IE_NAME;IE_DETAIL_PICTURE;;IP_PROP5;IP_PROP16;IP_PROP11;IP_PROP14;IP_PROP15;CP_WEIGHT;CP_WIDTH;CP_LENGTH;CP_PURCHASING_PRICE;CP_PURCHASING_CURRENCY
500;DELHI marfil;/images/venus+/delhi_marfil.jpg;DELHI MARFIL;720;720;Облицовочная плитка;59055336;1,13;19629;250,00;750,00;20,67;EUR
501;LIGNE Decor (25*75);/images/venus+/decor_ligne_delhi.jpg;decor_ligne_delhi;720;720;Декор;59056570;6,00;3850;250,00;750,00;18,90;EUR
502;ROSE-3 Composicion (25*75*3 пл);/images/venus+/roze1.jpg;Roze1;720;720;Декор;59056567;2,00;11190;750,00;750,00;53,18;EUR
503;ROSE Cenefa (5*75);/images/venus+/cnf_rose_delhi_2.jpg;CNF ROSE DELHI 2;720;720;Бордюр;59055426;28,00;540;50,00;750,00;10,04;EUR
504;SAN REMO crema;/images/venus+/delfi_san_remo_33,3x33,3.jpg;delfi san remo 33,3x33,3;720;720;Напольная плитка;59055372;1,00;18333;333,00;333,00;15,40;EUR
