IE_SORT;IE_NAME;IE_DETAIL_PICTURE;;IP_PROP5;IP_PROP16;IP_PROP11;IP_PROP14;IP_PROP15;CP_WEIGHT;CP_WIDTH;CP_LENGTH;CP_PURCHASING_PRICE;CP_PURCHASING_CURRENCY
500;VESTA roble;/images/venus+/vesta_roble_45x45.jpg;VESTA ROBLE 45X45;710;710;Напольная плитка;20060513;1,42;21100;450,00;450,00;16,23;EUR
501;VESTA wengue;/images/venus+/vesta_wengue_45x45.jpg;VESTA WENGUE 45X45;710;710;Напольная плитка;20060511;1,42;21100;450,00;450,00;16,23;EUR
