IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
730;ATELIER;84;7;53;Кухня;730;;1.2
731;SELECTA;84;7;53;Гостиная;731;;1.2
