IE_SORT;IE_NAME;IE_DETAIL_PICTURE;IE_DETAIL_PICTURE;IP_PROP5;IP_PROP16;IP_PROP11;IP_PROP14;IP_PROP15;CP_WEIGHT;CP_WIDTH;CP_LENGTH;CP_PURCHASING_PRICE;CP_PURCHASING_CURRENCY
502;D-SYRIA 2 каннелюр;/images/bathroom/tubadzin/d-syria_2.jpg;D-Syria 2;2018;2018;Декор;68209702;12;1447;250;360;4,44;EUR
503;D-SYRIA 1;/images/bathroom/tubadzin/d-syria_1.jpg;d-syria 1;2018;2018;Декор;68209621;12;1447;250;360;4,44;EUR
504;L-SYRIA 1 (7,4*25);/images/bathroom/tubadzin/l-syria_1.jpg;L-Syria 1;2018;2018;Бордюр;68209542;36;305;74;250;1,87;EUR
505;L-SYRIA 2A (5,7*25);/images/bathroom/tubadzin/l-syria_2a.jpg;l-syria 2a;2018;2018;Бордюр;68209556;56;233;57;250;1,56;EUR
506;L-SYRIA 2B (5,7*36);/images/bathroom/tubadzin/l-syria_2b.jpg;l-syria 2b;2018;2018;Бордюр;68780831;10;350;57;360;1,88;EUR
507;L-SYRIA 2C (2*25);/images/bathroom/tubadzin/l-syria_2c.jpg;l-syria 2c;2018;2018;Бордюр;68209559;130;92;20;250;1,1;EUR
508;N-SYRIA 2 (5,7*5,7);/images/bathroom/tubadzin/n-syria.jpg;n-syria;2018;2018;Бордюр;68780833;21;60;57;57;0,78;EUR
509;P-SYRIA braz;/images/bathroom/tubadzin/p_syria_braz.jpg;p syria braz;2018;2018;Напольная плитка;68209521;1,33;17235;333;333;12;EUR
500;ZIRCONIUM white;/images/bathroom/tubadzin/zirconium_white.jpg;Zirconium white;2019;2019;Облицовочная плитка;70477877;1,5;14330;223;448;14,15;EUR
501;ZIRCONIUM beige;/images/bathroom/tubadzin/zirconium_beige.jpg;Zirconium beige;2019;2019;Облицовочная плитка;70477879;1,5;14330;223;448;14,15;EUR
502;ZIRCONIUM grey;/images/bathroom/tubadzin/zirconium_grey.jpg;Zirconium grey;2019;2019;Облицовочная плитка;70477881;1,5;14330;223;448;14,15;EUR
503;D-ZIRCONIUM;/images/bathroom/tubadzin/zirconium_dekor.jpg;Zirconium dekor;2019;2019;Декор;70481404;11;1518;223;448;7,4;EUR
504;L-ZIRCONIUM (7,1*44,8);/images/bathroom/tubadzin/zirconium_listwa.jpg;Zirconium listwa;2019;2019;Бордюр;70485625;10;517;71;448;3,7;EUR
505;D-ZIRCONIUM STR;/images/bathroom/tubadzin/zirconium_str.jpg;Zirconium Str;2019;2019;Декор;70481522;10;1518;223;448;7,4;EUR
506;MS-ZIRCONIUM white (29,8*29,8);/images/bathroom/tubadzin/msp_zirconium_w-4x12.jpg;MSP_Zirconium_w-4x12;2019;2019;Мозаика;70480029;11;988;298;298;6,3;EUR
507;MS-ZIRCONIUM beige (29,8*29,8);/images/bathroom/tubadzin/msp_zirconium_b-4x12.jpg;MSP_Zirconium_b-4x12;2019;2019;Мозаика;70480029;11;988;298;298;6,3;EUR
508;MS-ZIRCONIUM grey (29,8*29,8);/images/bathroom/tubadzin/msp_zirconium_g-4x12.jpg;MSP_Zirconium_g-4x12;2019;2019;Мозаика;70480029;11;988;298;298;6,3;EUR
509;P-ZIRCONIUM white;/images/bathroom/tubadzin/p_zirconium_white.jpg;P Zirconium white;2019;2019;Напольная плитка;70478288;1,62;18950;450;450;17,5;EUR
510;P-ZIRCONIUM beige;/images/bathroom/tubadzin/p_zirconium_beige.jpg;P Zirconium beige;2019;2019;Напольная плитка;70478289;1,62;18950;450;450;17,5;EUR
511;P-ZIRCONIUM grey;/images/bathroom/tubadzin/p_zirconium_grey.jpg;P Zirconium grey;2019;2019;Напольная плитка;70478290;1,62;18950;450;450;17,5;EUR
500;SHABBY beige;/images/bathroom/tubadzin/shabby-chic-beige.jpg;Shabby-Chic-beige;2017;2017;Напольная плитка;69939204;1,06;24491;898;148;28,6;EUR
501;SHABBY blue;/images/bathroom/tubadzin/shabby-chic-blue.jpg;Shabby-Chic-blue;2017;2017;Напольная плитка;69189105;1,06;24490;898;148;28,6;EUR
502;SHABBY navy;/images/bathroom/tubadzin/shabby-chic-navy.jpg;Shabby-Chic-navy;2017;2017;Напольная плитка;69189113;1,06;24490;898;148;28,6;EUR
503;SHABBY red;/images/bathroom/tubadzin/shabby-chic-red.jpg;Shabby-Chic-red;2017;2017;Напольная плитка;69189111;1,06;24490;898;148;28,6;EUR
504;SHABBY white;/images/bathroom/tubadzin/shabby-chic-white.jpg;Shabby-Chic-white;2017;2017;Напольная плитка;69189112;1,06;24491;898;148;28,6;EUR
