IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
8300;ALBUFERA;87;7;;Ванная;500;;1.2
8301;CANAIMA;87;7;;Ванная;501;;1.2
8302;LORA;87;7;;Ванная;502;;1.2
8303;MALLORCA;87;7;;Ванная;504;;1.2
8304;TEBAS;87;7;;Ванная;505;;1.2
