IE_XML_ID;IE_NAME;IP_PROP9;IP_PROP10;IP_PROP12;IC_GROUP0;IE_SORT;IP_PROP13;IP_PROP17
1150;FUSION grey;82;7;52;Ванная;500;;1.2
1151;FUSION sky;82;7;52;Ванная;501;;1.2
1152;MAISON;82;7;52;Ванная;502;;1.2
1154;GROOVE;82;7;52;Ванная;504;;1.2
1155;NEXT beige;82;7;52;Ванная;505;;1.2
1156;NEXT violet;82;7;52;Ванная;506;;1.2
1157;WAVES;82;7;52;Ванная;507;;1.2
1158;C MARFIL;82;7;53;Ванная;508;;1.2
